height,lat,lon,el_density,foF1,foF2,foE
670.0,40.0,0.0,50106394954.59294,4.214881634968087,7.26780325415984,3.0106297392629195
680.0,40.0,0.0,47868624274.32715,4.214881634968087,7.26780325415984,3.0106297392629195
690.0,40.00000000000001,0.0,45772616009.697815,4.214881634968086,7.267803254159847,3.0106297392629187
700.0,40.00000000000001,0.0,43807324300.58292,4.214881634968086,7.267803254159847,3.0106297392629187
710.0,40.00000000000001,0.0,41962696593.45933,4.214881634968086,7.267803254159847,3.0106297392629187
720.0,40.00000000000001,0.0,40229574778.79128,4.214881634968086,7.267803254159847,3.0106297392629187
729.9999999999991,40.0,0.0,38599606836.37224,4.214881634968087,7.26780325415984,3.0106297392629195
739.9999999999991,40.0,0.0,37065167843.524254,4.214881634968087,7.26780325415984,3.0106297392629195
749.9999999999991,40.00000000000001,0.0,35619289320.68914,4.214881634968086,7.267803254159847,3.0106297392629187
759.9999999999991,40.00000000000001,0.0,34255595998.614925,4.214881634968086,7.267803254159847,3.0106297392629187
769.9999999999991,40.00000000000001,0.0,32968249191.03883,4.214881634968086,7.267803254159847,3.0106297392629187
780.0,40.0,0.0,31751896046.77603,4.214881634968087,7.26780325415984,3.0106297392629195
790.0,40.0,0.0,30601624035.970173,4.214881634968087,7.26780325415984,3.0106297392629195
800.0,40.0,0.0,29512920097.592762,4.214881634968087,7.26780325415984,3.0106297392629195
810.0,40.00000000000001,0.0,28481633939.781036,4.214881634968086,7.267803254159847,3.0106297392629187
820.0,40.00000000000001,0.0,27503945041.988293,4.214881634968086,7.267803254159847,3.0106297392629187
830.0,40.00000000000001,0.0,26576332958.873653,4.214881634968086,7.267803254159847,3.0106297392629187
839.9999999999991,40.0,0.0,25695550571.043446,4.214881634968087,7.26780325415984,3.0106297392629195
849.9999999999991,40.0,0.0,24858599967.770916,4.214881634968087,7.26780325415984,3.0106297392629195
859.9999999999991,40.0,0.0,24062710682.249466,4.214881634968087,7.26780325415984,3.0106297392629195
869.9999999999991,40.0,0.0,23305320031.263958,4.214881634968087,7.26780325415984,3.0106297392629195
879.9999999999991,40.00000000000001,0.0,22584055338.88679,4.214881634968086,7.267803254159847,3.0106297392629187
889.9999999999991,40.00000000000001,0.0,21896717848.31098,4.214881634968086,7.267803254159847,3.0106297392629187
899.9999999999991,40.00000000000001,0.0,21241268147.61048,4.214881634968086,7.267803254159847,3.0106297392629187
909.9999999999991,40.00000000000001,0.0,20615812954.39259,4.214881634968086,7.267803254159847,3.0106297392629187
919.9999999999991,40.00000000000001,0.0,20018593121.271408,4.214881634968086,7.267803254159847,3.0106297392629187
930.0,40.00000000000001,0.0,19447972739.109932,4.214881634968086,7.267803254159847,3.0106297392629187
940.0,40.00000000000001,0.0,18902429228.27647,4.214881634968086,7.267803254159847,3.0106297392629187
949.9999999999991,40.0,0.0,18380544319.943836,4.214881634968087,7.26780325415984,3.0106297392629195
959.9999999999991,40.0,0.0,17880995839.9065,4.214881634968087,7.26780325415984,3.0106297392629195
970.0,40.0,0.0,17402550216.659363,4.214881634968087,7.26780325415984,3.0106297392629195
980.0,40.0,0.0,16944055643.705044,4.214881634968087,7.26780325415984,3.0106297392629195
989.9999999999991,40.0,0.0,16504435833.367428,4.214881634968087,7.26780325415984,3.0106297392629195
999.9999999999991,40.00000000000001,0.0,16082684305.88498,4.214881634968086,7.267803254159847,3.0106297392629187
