Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDE)
2017 191 63150   4208830.044   2334850.533   4171267.369      4.844   2.282   0.127   2.410  16.448
2017 191 63180   4208830.044   2334850.533   4171267.369      4.770   2.282   0.127   2.409  16.444
2017 191 63210   4208830.044   2334850.533   4171267.369      4.661   2.282   0.127   2.409  16.441
2017 191 63240   4208830.044   2334850.533   4171267.369      4.824   2.282   0.127   2.409  16.438
2017 191 63270   4208830.044   2334850.533   4171267.369      4.695   2.282   0.127   2.409  16.436
2017 191 63300   4208830.044   2334850.533   4171267.369      5.170   2.282   0.127   2.409  16.433
2017 191 63330   4208830.044   2334850.533   4171267.369      5.372   2.282   0.127   2.409  16.429
2017 191 63360   4208830.044   2334850.533   4171267.369      6.378   2.282   0.126   2.409  16.426
2017 191 63390   4208830.045   2334850.533   4171267.369      6.329   2.282   0.126   2.409  16.426
2017 191 63420   4208830.045   2334850.533   4171267.369      6.265   2.282   0.126   2.408  16.422
2017 191 63450   4208830.044   2334850.533   4171267.369      6.391   2.282   0.126   2.408  16.415
2017 191 63480   4208830.044   2334850.533   4171267.369      6.154   2.282   0.125   2.408  16.409
2017 191 63510   4208830.044   2334850.533   4171267.369      6.193   2.282   0.125   2.407  16.402
2017 191 63540   4208830.044   2334850.533   4171267.369      5.897   2.282   0.125   2.407  16.399
2017 191 63570   4208830.044   2334850.533   4171267.369      5.809   2.282   0.124   2.407  16.394
2017 191 63600   4208830.044   2334850.533   4171267.369      5.815   2.282   0.124   2.406  16.389
2017 191 63630   4208830.044   2334850.533   4171267.369      5.436   2.282   0.124   2.406  16.385
2017 191 63660   4208830.044   2334850.533   4171267.369      5.459   2.282   0.123   2.406  16.382
2017 191 63690   4208830.044   2334850.533   4171267.369      5.562   2.282   0.123   2.406  16.377
2017 191 63720   4208830.044   2334850.533   4171267.369      5.445   2.282   0.123   2.405  16.373
2017 191 63750   4208830.044   2334850.533   4171267.369      4.757   2.282   0.123   2.405  16.368
2017 191 63780   4208830.044   2334850.533   4171267.369      4.868   2.282   0.123   2.405  16.365
2017 191 63810   4208830.044   2334850.533   4171267.369      5.066   2.282   0.122   2.405  16.360
2017 191 63840   4208830.044   2334850.533   4171267.369      5.075   2.282   0.122   2.404  16.356
2017 191 63870   4208830.044   2334850.533   4171267.368      5.345   2.282   0.122   2.404  16.349
2017 191 63900   4208830.044   2334850.533   4171267.368      5.289   2.282   0.121   2.404  16.343
2017 191 63930   4208830.044   2334850.533   4171267.368      5.487   2.282   0.121   2.403  16.338
2017 191 63960   4208830.044   2334850.533   4171267.368      5.394   2.282   0.121   2.403  16.331
2017 191 63990   4208830.044   2334850.533   4171267.368      5.506   2.282   0.120   2.403  16.325
2017 191 64020   4208830.044   2334850.533   4171267.368      5.619   2.282   0.120   2.403  16.318
2017 191 64050   4208830.044   2334850.533   4171267.368      5.394   2.282   0.120   2.402  16.314
2017 191 64080   4208830.044   2334850.533   4171267.368      5.266   2.282   0.120   2.402  16.309
2017 191 64110   4208830.044   2334850.533   4171267.368      5.662   2.282   0.120   2.402  16.303
2017 191 64140   4208830.044   2334850.533   4171267.368      5.680   2.282   0.120   2.402  16.300
2017 191 64170   4208830.043   2334850.533   4171267.368      5.500   2.282   0.119   2.402  16.295
2017 191 64200   4208830.043   2334850.533   4171267.368      5.421   2.282   0.119   2.402  16.290
2017 191 64230   4208830.043   2334850.533   4171267.368      5.616   2.282   0.119   2.401  16.287
2017 191 64260   4208830.043   2334850.533   4171267.368      4.826   2.282   0.119   2.401  16.284
2017 191 64290   4208830.043   2334850.533   4171267.368      5.265   2.282   0.118   2.401  16.280
2017 191 64320   4208830.043   2334850.533   4171267.368      5.533   2.282   0.118   2.401  16.276
2017 191 64350   4208830.043   2334850.533   4171267.368      5.103   2.282   0.118   2.400  16.272
2017 191 64380   4208830.043   2334850.533   4171267.368      5.405   2.282   0.117   2.400  16.267
2017 191 64410   4208830.043   2334850.533   4171267.368      5.518   2.282   0.117   2.400  16.263
2017 191 64440   4208830.043   2334850.533   4171267.368      5.309   2.282   0.117   2.399  16.259
2017 191 64470   4208830.043   2334850.533   4171267.368      5.085   2.282   0.117   2.399  16.254
2017 191 64500   4208830.043   2334850.533   4171267.368      5.135   2.282   0.117   2.399  16.248
2017 191 64530   4208830.043   2334850.533   4171267.368      4.899   2.282   0.117   2.400  16.243
2017 191 64560   4208830.043   2334850.533   4171267.368      4.945   2.282   0.117   2.400  16.238
2017 191 64590   4208830.043   2334850.533   4171267.368      5.259   2.282   0.117   2.400  16.233
2017 191 64620   4208830.043   2334850.533   4171267.368      4.985   2.282   0.118   2.400  16.229
2017 191 64650   4208830.043   2334850.533   4171267.368      5.043   2.282   0.118   2.400  16.224
2017 191 64680   4208830.043   2334850.533   4171267.368      4.887   2.282   0.118   2.400  16.219
2017 191 64710   4208830.043   2334850.533   4171267.367      4.863   2.282   0.118   2.400  16.213
2017 191 64740   4208830.043   2334850.533   4171267.367      5.197   2.282   0.118   2.400  16.207
2017 191 64770   4208830.043   2334850.533   4171267.367      5.504   2.282   0.118   2.400  16.202
2017 191 64800   4208830.043   2334850.533   4171267.367      5.668   2.282   0.118   2.400  16.196
2017 191 64830   4208830.043   2334850.533   4171267.367      5.678   2.282   0.118   2.400  16.192
2017 191 64860   4208830.043   2334850.533   4171267.367      5.656   2.282   0.118   2.400  16.185
2017 191 64890   4208830.043   2334850.533   4171267.367      5.594   2.282   0.118   2.400  16.179
2017 191 64920   4208830.043   2334850.533   4171267.367      5.640   2.282   0.118   2.400  16.173
2017 191 64950   4208830.043   2334850.533   4171267.367      5.655   2.282   0.118   2.400  16.168
2017 191 64980   4208830.043   2334850.533   4171267.367      5.496   2.282   0.118   2.400  16.164
2017 191 65010   4208830.043   2334850.533   4171267.367      5.495   2.282   0.118   2.401  16.160
2017 191 65040   4208830.043   2334850.533   4171267.367      5.538   2.282   0.119   2.401  16.156
2017 191 65070   4208830.043   2334850.533   4171267.367      5.463   2.282   0.119   2.402  16.152
2017 191 65100   4208830.043   2334850.533   4171267.367      5.407   2.282   0.120   2.403  16.148
2017 191 65130   4208830.043   2334850.533   4171267.367      5.277   2.282   0.121   2.403  16.143
2017 191 65160   4208830.042   2334850.533   4171267.367      5.734   2.282   0.121   2.404  16.137
2017 191 65190   4208830.042   2334850.533   4171267.367      5.333   2.282   0.121   2.404  16.131
2017 191 65220   4208830.042   2334850.533   4171267.367      5.453   2.282   0.121   2.404  16.123
2017 191 65250   4208830.042   2334850.533   4171267.367      5.127   2.282   0.121   2.404  16.115
2017 191 65280   4208830.042   2334850.533   4171267.367      4.946   2.282   0.122   2.404  16.109
2017 191 65310   4208830.042   2334850.533   4171267.367      5.015   2.282   0.122   2.405  16.101
2017 191 65340   4208830.042   2334850.532   4171267.367      4.756   2.282   0.123   2.405  16.094
2017 191 65370   4208830.042   2334850.532   4171267.366      4.820   2.282   0.123   2.405  16.086
2017 191 65400   4208830.042   2334850.532   4171267.366      5.080   2.282   0.123   2.406  16.080
2017 191 65430   4208830.042   2334850.532   4171267.366      5.500   2.282   0.124   2.406  16.074
2017 191 65460   4208830.042   2334850.532   4171267.366      5.515   2.282   0.124   2.406  16.067
2017 191 65490   4208830.042   2334850.532   4171267.366      5.746   2.282   0.124   2.406  16.059
2017 191 65520   4208830.042   2334850.532   4171267.366      5.605   2.282   0.124   2.406  16.051
2017 191 65550   4208830.042   2334850.532   4171267.366      5.734   2.282   0.124   2.406  16.045
2017 191 65580   4208830.042   2334850.532   4171267.366      5.540   2.282   0.124   2.406  16.040
2017 191 65610   4208830.042   2334850.532   4171267.366      5.399   2.282   0.124   2.406  16.033
2017 191 65640   4208830.042   2334850.532   4171267.366      6.316   2.282   0.124   2.406  16.025
2017 191 65670   4208830.042   2334850.532   4171267.366      6.244   2.282   0.124   2.406  16.018
2017 191 65700   4208830.042   2334850.532   4171267.366      6.722   2.282   0.124   2.406  16.012
2017 191 65730   4208830.041   2334850.532   4171267.366      6.126   2.282   0.124   2.406  16.005
2017 191 65760   4208830.041   2334850.532   4171267.366      6.562   2.282   0.124   2.406  15.999
2017 191 65790   4208830.041   2334850.532   4171267.366      6.272   2.282   0.124   2.406  15.994
2017 191 65820   4208830.041   2334850.532   4171267.366      6.653   2.282   0.124   2.406  15.989
2017 191 65850   4208830.041   2334850.532   4171267.366      6.155   2.282   0.124   2.406  15.981
2017 191 65880   4208830.041   2334850.532   4171267.366      6.013   2.282   0.124   2.406  15.972
2017 191 65910   4208830.041   2334850.532   4171267.365      5.509   2.282   0.124   2.406  15.966
2017 191 65940   4208830.041   2334850.532   4171267.365      5.735   2.282   0.124   2.406  15.959
2017 191 65970   4208830.041   2334850.532   4171267.365      5.885   2.282   0.124   2.407  15.952
2017 191 66000   4208830.041   2334850.532   4171267.365      5.838   2.282   0.125   2.407  15.946
2017 191 66030   4208830.041   2334850.532   4171267.365      5.756   2.282   0.125   2.407  15.939
2017 191 66060   4208830.041   2334850.532   4171267.365      5.726   2.282   0.125   2.407  15.931
2017 191 66090   4208830.041   2334850.532   4171267.365      5.886   2.282   0.125   2.407  15.923
2017 191 66120   4208830.041   2334850.532   4171267.365      5.932   2.282   0.125   2.408  15.915
2017 191 66150   4208830.041   2334850.532   4171267.365      5.730   2.282   0.125   2.408  15.908
2017 191 66180   4208830.041   2334850.532   4171267.365      6.225   2.282   0.126   2.408  15.901
2017 191 66210   4208830.041   2334850.532   4171267.365      6.099   2.282   0.126   2.408  15.893
2017 191 66240   4208830.040   2334850.532   4171267.365      6.207   2.282   0.126   2.409  15.884
2017 191 66270   4208830.040   2334850.532   4171267.365      5.920   2.282   0.126   2.409  15.876
2017 191 66300   4208830.040   2334850.532   4171267.365      5.453   2.282   0.127   2.409  15.869
2017 191 66330   4208830.040   2334850.532   4171267.365      5.710   2.282   0.127   2.409  15.862
2017 191 66360   4208830.040   2334850.532   4171267.364      5.876   2.282   0.127   2.410  15.853
2017 191 66390   4208830.040   2334850.532   4171267.364      5.956   2.282   0.127   2.410  15.843
2017 191 66420   4208830.040   2334850.532   4171267.364      6.004   2.282   0.127   2.410  15.834
2017 191 66450   4208830.040   2334850.532   4171267.364      5.889   2.282   0.128   2.410  15.827
2017 191 66480   4208830.040   2334850.532   4171267.364      5.804   2.282   0.128   2.410  15.818
2017 191 66510   4208830.040   2334850.531   4171267.364      5.874   2.282   0.128   2.410  15.811
2017 191 66540   4208830.040   2334850.531   4171267.364      5.880   2.282   0.128   2.411  15.804
2017 191 66570   4208830.040   2334850.531   4171267.364      6.103   2.282   0.129   2.411  15.796
2017 191 66600   4208830.040   2334850.531   4171267.364      5.942   2.282   0.129   2.411  15.787
2017 191 66630   4208830.040   2334850.531   4171267.364      5.792   2.282   0.129   2.412  15.780
2017 191 66660   4208830.040   2334850.531   4171267.364      6.132   2.282   0.129   2.412  15.772
2017 191 66690   4208830.040   2334850.531   4171267.364      6.362   2.282   0.129   2.412  15.764
2017 191 66720   4208830.040   2334850.531   4171267.364      6.540   2.282   0.130   2.412  15.755
2017 191 66750   4208830.040   2334850.531   4171267.364      6.787   2.282   0.130   2.413  15.748
2017 191 66780   4208830.040   2334850.531   4171267.364      6.605   2.282   0.130   2.413  15.741
2017 191 66810   4208830.040   2334850.531   4171267.364      6.642   2.282   0.131   2.413  15.734
2017 191 66840   4208830.040   2334850.531   4171267.364      6.801   2.282   0.131   2.413  15.727
2017 191 66870   4208830.040   2334850.532   4171267.364      6.740   2.282   0.131   2.414  15.721
2017 191 66900   4208830.040   2334850.532   4171267.364      6.673   2.282   0.131   2.414  15.709
2017 191 66930   4208830.040   2334850.532   4171267.364      6.803   2.282   0.131   2.413  15.698
2017 191 66960   4208830.040   2334850.532   4171267.364      6.852   2.282   0.131   2.413  15.688
2017 191 66990   4208830.040   2334850.532   4171267.364      6.542   2.282   0.131   2.413  15.679
2017 191 67020   4208830.040   2334850.531   4171267.364      6.507   2.282   0.131   2.413  15.672
2017 191 67050   4208830.040   2334850.531   4171267.364      6.679   2.282   0.131   2.413  15.666
2017 191 67080   4208830.040   2334850.531   4171267.364      6.775   2.282   0.131   2.413  15.659
2017 191 67110   4208830.040   2334850.531   4171267.364      6.739   2.282   0.131   2.413  15.653
2017 191 67140   4208830.040   2334850.531   4171267.364      6.638   2.282   0.131   2.413  15.647
2017 191 67170   4208830.040   2334850.531   4171267.364      6.483   2.282   0.131   2.413  15.642
2017 191 67200   4208830.040   2334850.531   4171267.364      6.211   2.282   0.131   2.413  15.636
2017 191 67230   4208830.040   2334850.532   4171267.364      5.835   2.282   0.131   2.413  15.631
2017 191 67260   4208830.040   2334850.532   4171267.364      7.465   2.282   0.131   2.414  15.626
2017 191 67290   4208830.040   2334850.532   4171267.364      7.406   2.282   0.131   2.414  15.617
2017 191 67320   4208830.040   2334850.532   4171267.364      7.396   2.282   0.131   2.414  15.609
2017 191 67350   4208830.040   2334850.532   4171267.364      7.680   2.282   0.131   2.414  15.600
2017 191 67380   4208830.040   2334850.532   4171267.364      7.829   2.282   0.131   2.414  15.592
2017 191 67410   4208830.040   2334850.532   4171267.364      7.828   2.282   0.131   2.414  15.586
2017 191 67440   4208830.040   2334850.532   4171267.364      7.658   2.282   0.131   2.414  15.580
2017 191 67470   4208830.040   2334850.532   4171267.364      7.668   2.282   0.132   2.414  15.574
2017 191 67500   4208830.040   2334850.532   4171267.364      7.344   2.282   0.132   2.414  15.565
2017 191 67530   4208830.040   2334850.532   4171267.364      7.453   2.282   0.132   2.414  15.555
2017 191 67560   4208830.040   2334850.532   4171267.364      7.325   2.282   0.132   2.414  15.543
2017 191 67590   4208830.040   2334850.532   4171267.364      7.599   2.282   0.132   2.414  15.532
2017 191 67620   4208830.040   2334850.532   4171267.364      7.724   2.282   0.132   2.414  15.523
2017 191 67650   4208830.040   2334850.532   4171267.364      7.888   2.282   0.132   2.414  15.514
2017 191 67680   4208830.040   2334850.532   4171267.364      7.627   2.282   0.132   2.414  15.506
2017 191 67710   4208830.040   2334850.532   4171267.364      7.862   2.282   0.132   2.414  15.496
2017 191 67740   4208830.040   2334850.532   4171267.364      7.488   2.282   0.132   2.415  15.488
2017 191 67770   4208830.040   2334850.532   4171267.364      7.562   2.282   0.132   2.415  15.480
2017 191 67800   4208830.040   2334850.532   4171267.364      7.751   2.282   0.132   2.415  15.472
2017 191 67830   4208830.040   2334850.532   4171267.364      7.841   2.282   0.132   2.415  15.464
2017 191 67860   4208830.040   2334850.532   4171267.364      7.779   2.282   0.132   2.415  15.457
2017 191 67890   4208830.040   2334850.532   4171267.364      7.928   2.282   0.132   2.415  15.449
2017 191 67920   4208830.040   2334850.532   4171267.364      8.010   2.282   0.132   2.415  15.441
2017 191 67950   4208830.040   2334850.532   4171267.364      7.959   2.282   0.132   2.415  15.434
2017 191 67980   4208830.040   2334850.532   4171267.364      8.116   2.282   0.132   2.415  15.427
2017 191 68010   4208830.040   2334850.532   4171267.364      8.280   2.282   0.133   2.415  15.421
2017 191 68040   4208830.040   2334850.532   4171267.364      8.245   2.282   0.133   2.415  15.414
2017 191 68070   4208830.041   2334850.532   4171267.364      8.351   2.282   0.133   2.415  15.408
2017 191 68100   4208830.041   2334850.532   4171267.364      8.229   2.282   0.133   2.415  15.401
2017 191 68130   4208830.041   2334850.532   4171267.364      8.268   2.282   0.133   2.415  15.394
2017 191 68160   4208830.041   2334850.532   4171267.364      8.412   2.282   0.133   2.415  15.387
2017 191 68190   4208830.041   2334850.532   4171267.364      8.104   2.282   0.133   2.415  15.381
2017 191 68220   4208830.041   2334850.532   4171267.364      7.707   2.282   0.133   2.416  15.375
2017 191 68250   4208830.041   2334850.532   4171267.365      7.476   2.282   0.133   2.416  15.369
2017 191 68280   4208830.041   2334850.532   4171267.365      7.254   2.282   0.133   2.416  15.361
2017 191 68310   4208830.041   2334850.532   4171267.365      7.550   2.282   0.134   2.416  15.353
2017 191 68340   4208830.041   2334850.532   4171267.365      7.426   2.282   0.134   2.416  15.345
2017 191 68370   4208830.041   2334850.533   4171267.365      7.507   2.282   0.134   2.416  15.336
2017 191 68400   4208830.041   2334850.533   4171267.365      7.697   2.282   0.134   2.416  15.330
2017 191 68430   4208830.041   2334850.533   4171267.365      7.464   2.282   0.134   2.416  15.323
2017 191 68460   4208830.041   2334850.533   4171267.365      7.809   2.282   0.133   2.416  15.312
2017 191 68490   4208830.041   2334850.533   4171267.365      7.475   2.282   0.134   2.416  15.304
2017 191 68520   4208830.041   2334850.533   4171267.365      8.091   2.282   0.134   2.416  15.296
2017 191 68550   4208830.041   2334850.533   4171267.365      7.936   2.282   0.133   2.416  15.286
2017 191 68580   4208830.041   2334850.533   4171267.365      7.738   2.282   0.134   2.416  15.279
2017 191 68610   4208830.041   2334850.533   4171267.365      7.773   2.282   0.134   2.416  15.272
2017 191 68640   4208830.041   2334850.533   4171267.365      8.012   2.282   0.134   2.416  15.265
2017 191 68670   4208830.041   2334850.533   4171267.365      7.819   2.282   0.134   2.416  15.255
2017 191 68700   4208830.041   2334850.533   4171267.365      7.589   2.282   0.134   2.416  15.245
2017 191 68730   4208830.041   2334850.533   4171267.365      7.769   2.282   0.134   2.416  15.233
2017 191 68760   4208830.041   2334850.533   4171267.365      7.800   2.282   0.134   2.416  15.223
2017 191 68790   4208830.041   2334850.533   4171267.365      7.688   2.282   0.134   2.417  15.216
2017 191 68820   4208830.041   2334850.533   4171267.365      7.484   2.282   0.134   2.417  15.208
2017 191 68850   4208830.041   2334850.533   4171267.365      7.779   2.282   0.135   2.417  15.200
2017 191 68880   4208830.041   2334850.533   4171267.365      7.847   2.282   0.135   2.417  15.195
2017 191 68910   4208830.041   2334850.533   4171267.365      7.650   2.282   0.135   2.418  15.188
2017 191 68940   4208830.041   2334850.533   4171267.365      7.779   2.282   0.135   2.418  15.185
2017 191 68970   4208830.041   2334850.533   4171267.365      7.792   2.282   0.136   2.418  15.177
2017 191 69000   4208830.041   2334850.533   4171267.365      7.803   2.282   0.136   2.418  15.170
2017 191 69030   4208830.041   2334850.533   4171267.365      7.534   2.282   0.135   2.418  15.166
2017 191 69060   4208830.042   2334850.533   4171267.365      7.372   2.282   0.135   2.418  15.163
2017 191 69090   4208830.042   2334850.533   4171267.365      6.479   2.282   0.135   2.417  15.157
2017 191 69120   4208830.042   2334850.533   4171267.365      7.017   2.282   0.135   2.418  15.143
2017 191 69150   4208830.042   2334850.533   4171267.365      7.270   2.282   0.135   2.418  15.130
2017 191 69180   4208830.042   2334850.533   4171267.365      7.200   2.282   0.136   2.418  15.118
2017 191 69210   4208830.042   2334850.533   4171267.365      7.038   2.282   0.136   2.419  15.108
2017 191 69240   4208830.042   2334850.533   4171267.365      7.388   2.282   0.137   2.419  15.097
2017 191 69270   4208830.042   2334850.533   4171267.365      7.370   2.282   0.137   2.419  15.085
2017 191 69300   4208830.042   2334850.533   4171267.365      7.396   2.282   0.137   2.420  15.073
2017 191 69330   4208830.042   2334850.533   4171267.365      7.438   2.282   0.138   2.420  15.064
2017 191 69360   4208830.042   2334850.533   4171267.365      7.282   2.282   0.138   2.421  15.055
2017 191 69390   4208830.042   2334850.533   4171267.365      7.063   2.282   0.138   2.421  15.045
2017 191 69420   4208830.042   2334850.533   4171267.365      7.551   2.282   0.139   2.421  15.035
2017 191 69450   4208830.042   2334850.533   4171267.365      7.257   2.282   0.139   2.421  15.025
2017 191 69480   4208830.042   2334850.533   4171267.365      7.228   2.282   0.139   2.421  15.012
2017 191 69510   4208830.042   2334850.533   4171267.365      7.139   2.282   0.139   2.421  14.999
2017 191 69540   4208830.042   2334850.533   4171267.365      7.250   2.282   0.139   2.422  14.987
2017 191 69570   4208830.042   2334850.533   4171267.365      7.219   2.282   0.139   2.422  14.976
2017 191 69600   4208830.042   2334850.533   4171267.365      6.913   2.282   0.139   2.422  14.966
2017 191 69630   4208830.042   2334850.533   4171267.365      6.960   2.282   0.139   2.422  14.954
2017 191 69660   4208830.042   2334850.533   4171267.365      7.119   2.282   0.139   2.422  14.942
2017 191 69690   4208830.042   2334850.533   4171267.365      7.134   2.282   0.139   2.422  14.929
2017 191 69720   4208830.042   2334850.533   4171267.365      6.918   2.282   0.140   2.422  14.918
2017 191 69750   4208830.042   2334850.533   4171267.365      7.321   2.282   0.140   2.422  14.906
2017 191 69780   4208830.042   2334850.533   4171267.365      7.258   2.282   0.140   2.423  14.896
2017 191 69810   4208830.042   2334850.533   4171267.365      7.034   2.282   0.140   2.423  14.884
2017 191 69840   4208830.042   2334850.533   4171267.365      7.113   2.282   0.141   2.423  14.872
2017 191 69870   4208830.042   2334850.533   4171267.365      7.221   2.282   0.141   2.424  14.861
2017 191 69900   4208830.042   2334850.533   4171267.365      7.182   2.282   0.141   2.424  14.852
2017 191 69930   4208830.042   2334850.533   4171267.365      7.324   2.282   0.142   2.424  14.843
2017 191 69960   4208830.042   2334850.533   4171267.365      7.305   2.282   0.141   2.424  14.833
2017 191 69990   4208830.042   2334850.533   4171267.365      7.269   2.282   0.142   2.424  14.821
2017 191 70020   4208830.042   2334850.533   4171267.365      7.032   2.282   0.142   2.424  14.812
2017 191 70050   4208830.042   2334850.533   4171267.365      7.022   2.282   0.142   2.424  14.802
2017 191 70080   4208830.042   2334850.533   4171267.365      7.087   2.282   0.142   2.424  14.793
2017 191 70110   4208830.042   2334850.533   4171267.365      6.912   2.282   0.142   2.424  14.785
2017 191 70140   4208830.042   2334850.533   4171267.365      6.966   2.282   0.142   2.424  14.777
2017 191 70170   4208830.042   2334850.533   4171267.365      6.784   2.282   0.142   2.425  14.770
2017 191 70200   4208830.042   2334850.533   4171267.365      6.648   2.282   0.142   2.425  14.766
2017 191 70230   4208830.042   2334850.533   4171267.365      6.986   2.282   0.143   2.425  14.761
2017 191 70260   4208830.042   2334850.533   4171267.365      6.937   2.282   0.143   2.425  14.749
2017 191 70290   4208830.042   2334850.533   4171267.365      7.102   2.282   0.142   2.425  14.736
2017 191 70320   4208830.042   2334850.533   4171267.365      7.098   2.282   0.142   2.424  14.725
2017 191 70350   4208830.042   2334850.533   4171267.365      6.840   2.282   0.142   2.424  14.715
2017 191 70380   4208830.042   2334850.533   4171267.365      6.902   2.282   0.142   2.424  14.706
2017 191 70410   4208830.042   2334850.533   4171267.365      6.808   2.282   0.142   2.424  14.696
2017 191 70440   4208830.042   2334850.533   4171267.365      6.642   2.282   0.141   2.424  14.687
2017 191 70470   4208830.042   2334850.533   4171267.365      6.654   2.282   0.141   2.424  14.677
2017 191 70500   4208830.042   2334850.533   4171267.365      6.315   2.282   0.141   2.424  14.669
2017 191 70530   4208830.042   2334850.533   4171267.365      6.236   2.282   0.141   2.424  14.662
2017 191 70560   4208830.042   2334850.533   4171267.365      6.759   2.282   0.141   2.424  14.654
2017 191 70590   4208830.042   2334850.533   4171267.365      6.555   2.282   0.142   2.424  14.645
2017 191 70620   4208830.042   2334850.533   4171267.365      7.053   2.282   0.142   2.424  14.637
2017 191 70650   4208830.042   2334850.533   4171267.365      6.638   2.282   0.142   2.425  14.633
2017 191 70680   4208830.042   2334850.533   4171267.365      6.921   2.282   0.143   2.425  14.623
2017 191 70710   4208830.042   2334850.533   4171267.365      6.401   2.282   0.143   2.425  14.611
2017 191 70740   4208830.042   2334850.533   4171267.365      6.588   2.282   0.143   2.425  14.598
2017 191 70770   4208830.042   2334850.533   4171267.365      6.599   2.282   0.143   2.425  14.585
2017 191 70800   4208830.042   2334850.533   4171267.365      6.641   2.282   0.143   2.425  14.572
2017 191 70830   4208830.042   2334850.534   4171267.365      6.794   2.282   0.143   2.425  14.559
2017 191 70860   4208830.042   2334850.534   4171267.365      6.626   2.282   0.143   2.425  14.545
2017 191 70890   4208830.042   2334850.534   4171267.365      6.771   2.282   0.142   2.425  14.529
2017 191 70920   4208830.042   2334850.534   4171267.365      7.099   2.282   0.142   2.424  14.516
2017 191 70950   4208830.042   2334850.534   4171267.365      6.721   2.282   0.142   2.424  14.504
2017 191 70980   4208830.042   2334850.534   4171267.365      6.729   2.282   0.141   2.423  14.492
2017 191 71010   4208830.042   2334850.534   4171267.365      6.599   2.282   0.140   2.423  14.480
2017 191 71040   4208830.042   2334850.534   4171267.365      6.994   2.282   0.140   2.422  14.467
2017 191 71070   4208830.042   2334850.534   4171267.365      6.870   2.282   0.139   2.422  14.456
2017 191 71100   4208830.042   2334850.534   4171267.365      7.036   2.282   0.139   2.421  14.446
2017 191 71130   4208830.042   2334850.534   4171267.365      7.212   2.282   0.138   2.421  14.435
2017 191 71160   4208830.042   2334850.534   4171267.365      6.973   2.282   0.138   2.420  14.427
2017 191 71190   4208830.042   2334850.534   4171267.365      7.038   2.282   0.137   2.420  14.417
2017 191 71220   4208830.042   2334850.534   4171267.365      7.202   2.282   0.137   2.419  14.409
2017 191 71250   4208830.042   2334850.534   4171267.365      6.830   2.282   0.136   2.419  14.399
2017 191 71280   4208830.042   2334850.534   4171267.365      6.800   2.282   0.136   2.418  14.390
2017 191 71310   4208830.042   2334850.534   4171267.365      6.628   2.282   0.135   2.417  14.379
2017 191 71340   4208830.042   2334850.534   4171267.365      6.681   2.282   0.135   2.417  14.369
2017 191 71370   4208830.042   2334850.534   4171267.365      6.899   2.282   0.134   2.417  14.359
2017 191 71400   4208830.042   2334850.534   4171267.365      6.737   2.282   0.134   2.416  14.350
2017 191 71430   4208830.042   2334850.534   4171267.366      6.752   2.282   0.134   2.416  14.339
2017 191 71460   4208830.042   2334850.534   4171267.366      5.867   2.282   0.134   2.416  14.329
2017 191 71490   4208830.042   2334850.534   4171267.366      5.876   2.282   0.133   2.415  14.319
2017 191 71520   4208830.042   2334850.534   4171267.366      5.978   2.282   0.133   2.415  14.309
2017 191 71550   4208830.042   2334850.534   4171267.366      6.023   2.282   0.132   2.415  14.299
2017 191 71580   4208830.042   2334850.534   4171267.366      6.350   2.282   0.132   2.414  14.290
2017 191 71610   4208830.042   2334850.534   4171267.366      6.384   2.282   0.132   2.414  14.280
2017 191 71640   4208830.042   2334850.534   4171267.366      6.652   2.282   0.131   2.414  14.272
2017 191 71670   4208830.042   2334850.534   4171267.366      6.735   2.282   0.131   2.413  14.262
2017 191 71700   4208830.042   2334850.534   4171267.366      6.473   2.282   0.130   2.413  14.253
2017 191 71730   4208830.042   2334850.534   4171267.366      6.364   2.282   0.130   2.413  14.243
2017 191 71760   4208830.042   2334850.534   4171267.366      6.178   2.282   0.130   2.413  14.234
2017 191 71790   4208830.042   2334850.534   4171267.366      6.120   2.282   0.130   2.412  14.227
2017 191 71820   4208830.042   2334850.534   4171267.366      6.246   2.282   0.130   2.412  14.217
2017 191 71850   4208830.042   2334850.534   4171267.366      6.080   2.282   0.130   2.412  14.208
2017 191 71880   4208830.042   2334850.534   4171267.366      5.933   2.282   0.130   2.412  14.200
2017 191 71910   4208830.042   2334850.534   4171267.366      5.691   2.282   0.130   2.412  14.191
2017 191 71940   4208830.042   2334850.534   4171267.366      5.701   2.282   0.130   2.412  14.182
2017 191 71970   4208830.042   2334850.534   4171267.366      5.732   2.282   0.130   2.412  14.177
2017 191 72000   4208830.042   2334850.534   4171267.366      5.564   2.282   0.130   2.412  14.168
2017 191 72030   4208830.042   2334850.534   4171267.366      5.586   2.282   0.130   2.412  14.161
2017 191 72060   4208830.042   2334850.534   4171267.366      6.093   2.282   0.129   2.412  14.153
2017 191 72090   4208830.042   2334850.534   4171267.366      5.963   2.282   0.129   2.411  14.145
2017 191 72120   4208830.042   2334850.534   4171267.366      5.896   2.282   0.129   2.411  14.135
2017 191 72150   4208830.042   2334850.534   4171267.366      5.694   2.282   0.128   2.411  14.123
2017 191 72180   4208830.042   2334850.534   4171267.366      5.880   2.282   0.128   2.411  14.112
2017 191 72210   4208830.042   2334850.534   4171267.366      6.042   2.282   0.128   2.411  14.104
