Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDE)
2017 191 20100   4208830.042   2334850.542   4171267.389      5.191   2.282   0.142   2.424  13.929
2017 191 20130   4208830.042   2334850.542   4171267.389      5.487   2.282   0.142   2.424  13.932
2017 191 20160   4208830.043   2334850.541   4171267.389      5.393   2.282   0.142   2.424  13.937
2017 191 20190   4208830.043   2334850.541   4171267.389      5.318   2.282   0.143   2.425  13.941
2017 191 20220   4208830.042   2334850.541   4171267.389      5.349   2.282   0.143   2.426  13.946
2017 191 20250   4208830.042   2334850.541   4171267.389      5.438   2.282   0.144   2.426  13.952
2017 191 20280   4208830.042   2334850.540   4171267.388      5.197   2.282   0.144   2.427  13.956
2017 191 20310   4208830.042   2334850.540   4171267.388      5.528   2.282   0.145   2.427  13.961
2017 191 20340   4208830.042   2334850.540   4171267.388      5.244   2.282   0.145   2.428  13.965
2017 191 20370   4208830.043   2334850.540   4171267.388      5.130   2.282   0.146   2.428  13.970
2017 191 20400   4208830.043   2334850.540   4171267.388      5.129   2.282   0.146   2.428  13.975
2017 191 20430   4208830.043   2334850.540   4171267.388      4.840   2.282   0.146   2.428  13.980
2017 191 20460   4208830.043   2334850.540   4171267.388      4.850   2.282   0.146   2.428  13.981
2017 191 20490   4208830.043   2334850.540   4171267.388      4.607   2.282   0.146   2.428  13.980
2017 191 20520   4208830.043   2334850.540   4171267.387      4.909   2.282   0.146   2.428  13.978
2017 191 20550   4208830.043   2334850.540   4171267.387      4.962   2.282   0.146   2.428  13.982
2017 191 20580   4208830.043   2334850.539   4171267.387      4.831   2.282   0.146   2.428  13.985
2017 191 20610   4208830.042   2334850.539   4171267.387      5.662   2.282   0.146   2.428  13.989
2017 191 20640   4208830.042   2334850.539   4171267.387      6.318   2.282   0.146   2.428  13.994
2017 191 20670   4208830.043   2334850.539   4171267.387      6.330   2.282   0.146   2.428  13.997
2017 191 20700   4208830.043   2334850.538   4171267.387      6.353   2.282   0.146   2.428  14.001
2017 191 20730   4208830.043   2334850.538   4171267.387      6.196   2.282   0.146   2.428  13.996
2017 191 20760   4208830.043   2334850.538   4171267.386      5.780   2.282   0.146   2.428  13.992
2017 191 20790   4208830.043   2334850.538   4171267.386      5.780   2.282   0.146   2.428  13.987
2017 191 20820   4208830.043   2334850.538   4171267.386      5.637   2.282   0.146   2.428  13.983
2017 191 20850   4208830.043   2334850.538   4171267.386      5.600   2.282   0.146   2.428  13.977
2017 191 20880   4208830.043   2334850.538   4171267.386      6.130   2.282   0.146   2.428  13.971
2017 191 20910   4208830.043   2334850.538   4171267.386      6.515   2.282   0.146   2.428  13.968
2017 191 20940   4208830.043   2334850.537   4171267.386      6.333   2.282   0.146   2.428  13.966
2017 191 20970   4208830.043   2334850.537   4171267.386      6.019   2.282   0.146   2.428  13.965
2017 191 21000   4208830.043   2334850.537   4171267.386      5.699   2.282   0.146   2.428  13.965
2017 191 21030   4208830.043   2334850.537   4171267.385      5.626   2.282   0.146   2.428  13.964
2017 191 21060   4208830.043   2334850.537   4171267.385      5.517   2.282   0.146   2.428  13.966
2017 191 21090   4208830.043   2334850.536   4171267.385      5.579   2.282   0.146   2.428  13.965
2017 191 21120   4208830.043   2334850.536   4171267.385      5.851   2.282   0.146   2.428  13.960
2017 191 21150   4208830.043   2334850.536   4171267.385      6.153   2.282   0.146   2.428  13.954
2017 191 21180   4208830.043   2334850.536   4171267.384      6.260   2.282   0.146   2.429  13.955
2017 191 21210   4208830.043   2334850.536   4171267.384      6.342   2.282   0.146   2.429  13.959
2017 191 21240   4208830.043   2334850.536   4171267.384      6.243   2.282   0.146   2.429  13.962
2017 191 21270   4208830.043   2334850.536   4171267.384      6.542   2.282   0.146   2.429  13.964
2017 191 21300   4208830.043   2334850.536   4171267.383      6.457   2.282   0.146   2.429  13.967
2017 191 21330   4208830.043   2334850.536   4171267.383      6.544   2.282   0.146   2.429  13.969
2017 191 21360   4208830.043   2334850.536   4171267.383      6.481   2.282   0.146   2.429  13.972
2017 191 21390   4208830.043   2334850.536   4171267.383      6.274   2.282   0.146   2.429  13.976
2017 191 21420   4208830.043   2334850.536   4171267.383      6.271   2.282   0.146   2.429  13.981
2017 191 21450   4208830.044   2334850.536   4171267.383      6.427   2.282   0.146   2.429  13.985
2017 191 21480   4208830.044   2334850.536   4171267.383      6.429   2.282   0.146   2.429  13.990
2017 191 21510   4208830.044   2334850.536   4171267.382      6.853   2.282   0.147   2.429  13.995
2017 191 21540   4208830.044   2334850.535   4171267.382      6.867   2.282   0.147   2.430  13.998
2017 191 21570   4208830.044   2334850.535   4171267.382      6.961   2.282   0.148   2.430  14.001
2017 191 21600   4208830.044   2334850.535   4171267.382      6.956   2.282   0.148   2.430  14.000
2017 191 21630   4208830.044   2334850.535   4171267.382      6.999   2.282   0.148   2.431  14.003
2017 191 21660   4208830.044   2334850.535   4171267.381      7.019   2.282   0.149   2.431  14.007
2017 191 21690   4208830.044   2334850.535   4171267.381      7.336   2.282   0.149   2.432  14.008
2017 191 21720   4208830.044   2334850.534   4171267.381      8.032   2.282   0.149   2.432  14.007
2017 191 21750   4208830.044   2334850.534   4171267.381      7.936   2.282   0.150   2.432  14.009
2017 191 21780   4208830.044   2334850.534   4171267.380      7.530   2.282   0.150   2.433  14.013
2017 191 21810   4208830.044   2334850.534   4171267.380      7.386   2.282   0.150   2.433  14.016
2017 191 21840   4208830.044   2334850.534   4171267.380      7.233   2.282   0.151   2.433  14.017
2017 191 21870   4208830.044   2334850.533   4171267.379      6.709   2.282   0.151   2.433  14.017
2017 191 21900   4208830.044   2334850.533   4171267.379      6.977   2.282   0.151   2.433  14.019
2017 191 21930   4208830.044   2334850.533   4171267.379      6.757   2.282   0.151   2.433  14.018
2017 191 21960   4208830.044   2334850.533   4171267.379      7.490   2.282   0.151   2.433  14.016
2017 191 21990   4208830.044   2334850.532   4171267.379      7.608   2.282   0.150   2.433  14.014
2017 191 22020   4208830.044   2334850.532   4171267.379      7.215   2.282   0.150   2.433  14.013
2017 191 22050   4208830.044   2334850.532   4171267.379      8.201   2.282   0.150   2.432  14.014
2017 191 22080   4208830.044   2334850.531   4171267.378      7.866   2.282   0.150   2.432  14.012
2017 191 22110   4208830.044   2334850.531   4171267.378      7.666   2.282   0.150   2.432  14.011
2017 191 22140   4208830.044   2334850.531   4171267.378      8.217   2.282   0.150   2.432  14.008
2017 191 22170   4208830.044   2334850.531   4171267.378      7.804   2.282   0.150   2.432  14.009
2017 191 22200   4208830.044   2334850.531   4171267.378      7.935   2.282   0.150   2.432  14.008
2017 191 22230   4208830.043   2334850.531   4171267.378      7.659   2.282   0.149   2.432  14.006
2017 191 22260   4208830.043   2334850.530   4171267.378      7.593   2.282   0.149   2.431  14.009
2017 191 22290   4208830.043   2334850.530   4171267.377      7.689   2.282   0.148   2.430  14.010
2017 191 22320   4208830.043   2334850.530   4171267.377      7.458   2.282   0.147   2.430  14.012
2017 191 22350   4208830.043   2334850.530   4171267.377      7.928   2.282   0.147   2.430  14.015
2017 191 22380   4208830.043   2334850.530   4171267.377      7.983   2.282   0.147   2.429  14.017
2017 191 22410   4208830.043   2334850.530   4171267.377      7.815   2.282   0.147   2.429  14.019
2017 191 22440   4208830.043   2334850.529   4171267.377      8.180   2.282   0.147   2.429  14.022
2017 191 22470   4208830.043   2334850.529   4171267.377      7.495   2.282   0.147   2.429  14.023
2017 191 22500   4208830.043   2334850.529   4171267.376      7.494   2.282   0.147   2.429  14.026
2017 191 22530   4208830.043   2334850.529   4171267.376      7.996   2.282   0.147   2.429  14.027
2017 191 22560   4208830.043   2334850.528   4171267.376      7.370   2.282   0.147   2.429  14.029
2017 191 22590   4208830.043   2334850.528   4171267.376      7.994   2.282   0.146   2.429  14.028
2017 191 22620   4208830.043   2334850.528   4171267.376      7.580   2.282   0.146   2.429  14.032
2017 191 22650   4208830.043   2334850.528   4171267.375      7.717   2.282   0.146   2.429  14.036
2017 191 22680   4208830.043   2334850.527   4171267.375      8.014   2.282   0.146   2.429  14.040
2017 191 22710   4208830.043   2334850.527   4171267.375      8.128   2.282   0.146   2.429  14.042
2017 191 22740   4208830.043   2334850.527   4171267.375      7.069   2.282   0.146   2.428  14.043
2017 191 22770   4208830.043   2334850.526   4171267.375      7.107   2.282   0.146   2.428  14.043
2017 191 22800   4208830.043   2334850.526   4171267.374      7.066   2.282   0.146   2.428  14.046
2017 191 22830   4208830.043   2334850.526   4171267.374      7.048   2.282   0.145   2.428  14.047
2017 191 22860   4208830.043   2334850.525   4171267.374      7.398   2.282   0.145   2.428  14.050
2017 191 22890   4208830.043   2334850.525   4171267.374      7.724   2.282   0.145   2.428  14.053
2017 191 22920   4208830.043   2334850.525   4171267.374      7.849   2.282   0.145   2.427  14.054
2017 191 22950   4208830.043   2334850.524   4171267.373      7.770   2.282   0.145   2.427  14.054
2017 191 22980   4208830.043   2334850.524   4171267.373      7.753   2.282   0.145   2.427  14.056
2017 191 23010   4208830.043   2334850.524   4171267.373      8.035   2.282   0.145   2.427  14.058
2017 191 23040   4208830.043   2334850.524   4171267.374      7.827   2.282   0.145   2.427  14.063
2017 191 23070   4208830.043   2334850.524   4171267.374      7.424   2.282   0.145   2.427  14.067
2017 191 23100   4208830.043   2334850.523   4171267.374      7.539   2.282   0.145   2.427  14.069
2017 191 23130   4208830.043   2334850.523   4171267.374      7.260   2.282   0.145   2.427  14.072
2017 191 23160   4208830.043   2334850.523   4171267.374      7.720   2.282   0.145   2.427  14.077
2017 191 23190   4208830.043   2334850.523   4171267.374      7.567   2.282   0.145   2.427  14.083
2017 191 23220   4208830.043   2334850.523   4171267.374      7.616   2.282   0.145   2.427  14.089
2017 191 23250   4208830.043   2334850.523   4171267.374      7.672   2.282   0.144   2.427  14.093
2017 191 23280   4208830.043   2334850.523   4171267.374      7.761   2.282   0.144   2.427  14.097
2017 191 23310   4208830.043   2334850.523   4171267.374      7.694   2.282   0.144   2.427  14.101
2017 191 23340   4208830.043   2334850.523   4171267.374      7.920   2.282   0.144   2.427  14.102
2017 191 23370   4208830.043   2334850.523   4171267.374      7.858   2.282   0.144   2.426  14.102
2017 191 23400   4208830.043   2334850.523   4171267.374      7.608   2.282   0.144   2.426  14.104
2017 191 23430   4208830.043   2334850.522   4171267.374      7.940   2.282   0.144   2.426  14.105
2017 191 23460   4208830.043   2334850.522   4171267.374      7.683   2.282   0.144   2.426  14.107
2017 191 23490   4208830.043   2334850.522   4171267.374      7.037   2.282   0.144   2.426  14.109
2017 191 23520   4208830.043   2334850.522   4171267.374      7.575   2.282   0.143   2.426  14.110
2017 191 23550   4208830.043   2334850.522   4171267.374      7.512   2.282   0.143   2.426  14.112
2017 191 23580   4208830.044   2334850.522   4171267.374      7.808   2.282   0.143   2.425  14.114
2017 191 23610   4208830.044   2334850.522   4171267.374      7.764   2.282   0.143   2.425  14.115
2017 191 23640   4208830.044   2334850.522   4171267.374      7.573   2.282   0.142   2.425  14.120
2017 191 23670   4208830.044   2334850.522   4171267.374      7.320   2.282   0.142   2.425  14.122
2017 191 23700   4208830.044   2334850.522   4171267.374      7.281   2.282   0.142   2.424  14.122
2017 191 23730   4208830.044   2334850.522   4171267.374      7.006   2.282   0.141   2.424  14.129
2017 191 23760   4208830.044   2334850.522   4171267.374      7.333   2.282   0.141   2.424  14.138
2017 191 23790   4208830.044   2334850.522   4171267.374      7.150   2.282   0.141   2.423  14.143
2017 191 23820   4208830.044   2334850.522   4171267.374      7.449   2.282   0.141   2.424  14.149
2017 191 23850   4208830.044   2334850.523   4171267.374      7.290   2.282   0.141   2.423  14.154
2017 191 23880   4208830.044   2334850.523   4171267.374      7.670   2.282   0.141   2.423  14.161
2017 191 23910   4208830.044   2334850.523   4171267.374      7.612   2.282   0.140   2.423  14.165
2017 191 23940   4208830.044   2334850.523   4171267.374      7.877   2.282   0.140   2.422  14.169
2017 191 23970   4208830.044   2334850.523   4171267.374      7.791   2.282   0.140   2.422  14.172
2017 191 24000   4208830.044   2334850.523   4171267.374      7.653   2.282   0.140   2.422  14.174
2017 191 24030   4208830.044   2334850.523   4171267.374      7.718   2.282   0.139   2.422  14.177
2017 191 24060   4208830.044   2334850.523   4171267.374      7.634   2.282   0.139   2.422  14.181
2017 191 24090   4208830.044   2334850.523   4171267.374      7.779   2.282   0.139   2.422  14.183
2017 191 24120   4208830.044   2334850.523   4171267.374      7.684   2.282   0.139   2.421  14.192
2017 191 24150   4208830.044   2334850.523   4171267.374      7.594   2.282   0.139   2.421  14.197
2017 191 24180   4208830.044   2334850.523   4171267.374      7.419   2.282   0.139   2.421  14.201
2017 191 24210   4208830.044   2334850.522   4171267.374      7.501   2.282   0.139   2.421  14.204
2017 191 24240   4208830.044   2334850.522   4171267.374      7.148   2.282   0.139   2.421  14.209
2017 191 24270   4208830.044   2334850.522   4171267.374      7.404   2.282   0.139   2.421  14.214
2017 191 24300   4208830.044   2334850.522   4171267.374      7.471   2.282   0.138   2.421  14.218
2017 191 24330   4208830.044   2334850.522   4171267.374      7.199   2.282   0.138   2.420  14.224
2017 191 24360   4208830.045   2334850.522   4171267.374      7.246   2.282   0.137   2.419  14.228
2017 191 24390   4208830.045   2334850.522   4171267.375      7.055   2.282   0.136   2.418  14.233
2017 191 24420   4208830.045   2334850.522   4171267.375      7.407   2.282   0.135   2.417  14.239
2017 191 24450   4208830.045   2334850.522   4171267.375      7.598   2.282   0.134   2.417  14.244
2017 191 24480   4208830.045   2334850.522   4171267.375      7.722   2.282   0.134   2.416  14.248
2017 191 24510   4208830.045   2334850.522   4171267.375      7.853   2.282   0.133   2.416  14.251
2017 191 24540   4208830.045   2334850.523   4171267.375      7.723   2.282   0.133   2.415  14.255
2017 191 24570   4208830.045   2334850.523   4171267.375      7.769   2.282   0.132   2.414  14.258
2017 191 24600   4208830.046   2334850.523   4171267.375      7.930   2.282   0.132   2.414  14.259
2017 191 24630   4208830.046   2334850.523   4171267.375      7.468   2.282   0.132   2.415  14.263
2017 191 24660   4208830.046   2334850.523   4171267.375      7.433   2.282   0.132   2.415  14.267
2017 191 24690   4208830.046   2334850.523   4171267.375      7.372   2.282   0.132   2.414  14.270
2017 191 24720   4208830.046   2334850.523   4171267.375      8.101   2.282   0.132   2.415  14.270
2017 191 24750   4208830.046   2334850.522   4171267.375      8.313   2.282   0.132   2.415  14.270
2017 191 24780   4208830.046   2334850.522   4171267.375      7.968   2.282   0.133   2.415  14.276
2017 191 24810   4208830.046   2334850.523   4171267.375      8.166   2.282   0.132   2.415  14.280
2017 191 24840   4208830.046   2334850.522   4171267.375      8.359   2.282   0.132   2.415  14.282
2017 191 24870   4208830.046   2334850.522   4171267.375      8.210   2.282   0.132   2.415  14.284
2017 191 24900   4208830.046   2334850.522   4171267.375      8.319   2.282   0.132   2.415  14.287
2017 191 24930   4208830.046   2334850.522   4171267.375      7.908   2.282   0.133   2.415  14.290
2017 191 24960   4208830.046   2334850.521   4171267.374      8.032   2.282   0.133   2.416  14.292
2017 191 24990   4208830.046   2334850.521   4171267.374      8.175   2.282   0.133   2.416  14.293
2017 191 25020   4208830.046   2334850.520   4171267.374      8.158   2.282   0.133   2.416  14.295
2017 191 25050   4208830.046   2334850.520   4171267.374      8.398   2.282   0.134   2.416  14.298
2017 191 25080   4208830.046   2334850.520   4171267.374      8.596   2.282   0.133   2.416  14.301
2017 191 25110   4208830.046   2334850.520   4171267.374      8.819   2.282   0.133   2.415  14.306
2017 191 25140   4208830.046   2334850.520   4171267.374      8.248   2.282   0.133   2.415  14.310
2017 191 25170   4208830.046   2334850.520   4171267.374      8.039   2.282   0.132   2.415  14.315
2017 191 25200   4208830.046   2334850.520   4171267.374      7.882   2.282   0.132   2.414  14.319
2017 191 25230   4208830.047   2334850.520   4171267.374      7.974   2.282   0.131   2.414  14.319
2017 191 25260   4208830.047   2334850.520   4171267.374      8.205   2.282   0.131   2.413  14.320
2017 191 25290   4208830.047   2334850.520   4171267.374      8.305   2.282   0.130   2.413  14.319
2017 191 25320   4208830.047   2334850.519   4171267.374      8.560   2.282   0.130   2.412  14.318
2017 191 25350   4208830.047   2334850.519   4171267.374      8.275   2.282   0.130   2.412  14.323
2017 191 25380   4208830.047   2334850.519   4171267.374      8.440   2.282   0.130   2.412  14.327
2017 191 25410   4208830.047   2334850.519   4171267.374      8.234   2.282   0.131   2.413  14.330
2017 191 25440   4208830.047   2334850.519   4171267.374      8.550   2.282   0.131   2.413  14.336
2017 191 25470   4208830.047   2334850.520   4171267.375      8.392   2.282   0.131   2.413  14.340
2017 191 25500   4208830.047   2334850.520   4171267.375      8.399   2.282   0.130   2.413  14.344
2017 191 25530   4208830.047   2334850.520   4171267.375      8.207   2.282   0.130   2.412  14.345
2017 191 25560   4208830.048   2334850.520   4171267.375      8.532   2.282   0.129   2.411  14.345
2017 191 25590   4208830.048   2334850.520   4171267.375      8.449   2.282   0.128   2.411  14.346
2017 191 25620   4208830.048   2334850.520   4171267.375      8.610   2.282   0.128   2.410  14.349
2017 191 25650   4208830.048   2334850.520   4171267.375      8.386   2.282   0.127   2.410  14.351
2017 191 25680   4208830.048   2334850.520   4171267.375      8.211   2.282   0.127   2.409  14.354
2017 191 25710   4208830.048   2334850.519   4171267.375      8.503   2.282   0.126   2.408  14.355
2017 191 25740   4208830.048   2334850.519   4171267.375      8.469   2.282   0.126   2.408  14.357
2017 191 25770   4208830.048   2334850.519   4171267.375      8.644   2.282   0.126   2.408  14.356
2017 191 25800   4208830.048   2334850.519   4171267.375      8.448   2.282   0.126   2.408  14.359
2017 191 25830   4208830.048   2334850.519   4171267.375      8.433   2.282   0.126   2.408  14.360
2017 191 25860   4208830.048   2334850.518   4171267.375      8.403   2.282   0.125   2.408  14.360
2017 191 25890   4208830.049   2334850.518   4171267.375      8.500   2.282   0.125   2.408  14.363
2017 191 25920   4208830.049   2334850.518   4171267.375      8.503   2.282   0.125   2.408  14.366
2017 191 25950   4208830.049   2334850.518   4171267.375      8.677   2.282   0.125   2.407  14.368
2017 191 25980   4208830.049   2334850.518   4171267.375      8.893   2.282   0.125   2.407  14.373
2017 191 26010   4208830.049   2334850.518   4171267.375      8.954   2.282   0.125   2.407  14.375
2017 191 26040   4208830.049   2334850.518   4171267.375      8.943   2.282   0.125   2.407  14.381
2017 191 26070   4208830.049   2334850.518   4171267.375      8.715   2.282   0.125   2.407  14.386
2017 191 26100   4208830.049   2334850.518   4171267.376      8.587   2.282   0.125   2.407  14.392
2017 191 26130   4208830.049   2334850.518   4171267.376      8.479   2.282   0.124   2.407  14.396
2017 191 26160   4208830.049   2334850.519   4171267.376      8.400   2.282   0.124   2.407  14.399
2017 191 26190   4208830.049   2334850.519   4171267.376      7.988   2.282   0.124   2.406  14.404
2017 191 26220   4208830.050   2334850.519   4171267.376      8.270   2.282   0.124   2.406  14.408
2017 191 26250   4208830.050   2334850.519   4171267.376      8.412   2.282   0.124   2.406  14.409
2017 191 26280   4208830.049   2334850.518   4171267.376      9.063   2.282   0.123   2.406  14.410
2017 191 26310   4208830.049   2334850.518   4171267.375      8.891   2.282   0.123   2.406  14.412
2017 191 26340   4208830.049   2334850.518   4171267.375      8.901   2.282   0.123   2.406  14.413
2017 191 26370   4208830.049   2334850.517   4171267.375      8.214   2.282   0.123   2.406  14.413
2017 191 26400   4208830.049   2334850.517   4171267.375      8.583   2.282   0.123   2.406  14.415
2017 191 26430   4208830.049   2334850.516   4171267.375      8.386   2.282   0.124   2.406  14.415
2017 191 26460   4208830.048   2334850.516   4171267.374      8.574   2.282   0.124   2.406  14.416
2017 191 26490   4208830.048   2334850.516   4171267.374      8.814   2.282   0.124   2.406  14.417
2017 191 26520   4208830.048   2334850.515   4171267.374      9.250   2.282   0.124   2.406  14.419
2017 191 26550   4208830.048   2334850.515   4171267.374      8.873   2.282   0.124   2.406  14.420
2017 191 26580   4208830.048   2334850.515   4171267.373      8.883   2.282   0.124   2.406  14.423
2017 191 26610   4208830.047   2334850.514   4171267.373      8.911   2.282   0.124   2.406  14.425
2017 191 26640   4208830.047   2334850.514   4171267.373      8.871   2.282   0.123   2.406  14.426
2017 191 26670   4208830.047   2334850.514   4171267.373      8.600   2.282   0.123   2.406  14.426
2017 191 26700   4208830.047   2334850.514   4171267.373      8.775   2.282   0.123   2.406  14.426
2017 191 26730   4208830.047   2334850.513   4171267.373      8.970   2.282   0.123   2.406  14.426
2017 191 26760   4208830.047   2334850.513   4171267.372      9.147   2.282   0.123   2.406  14.422
2017 191 26790   4208830.047   2334850.513   4171267.372      8.840   2.282   0.123   2.406  14.421
2017 191 26820   4208830.047   2334850.513   4171267.372      9.316   2.282   0.123   2.406  14.422
2017 191 26850   4208830.047   2334850.513   4171267.372      9.231   2.282   0.123   2.406  14.424
2017 191 26880   4208830.047   2334850.512   4171267.372      8.850   2.282   0.123   2.405  14.423
2017 191 26910   4208830.046   2334850.512   4171267.372      9.069   2.282   0.123   2.406  14.425
2017 191 26940   4208830.046   2334850.511   4171267.372      8.823   2.282   0.123   2.406  14.428
2017 191 26970   4208830.046   2334850.511   4171267.372      8.771   2.282   0.123   2.406  14.432
2017 191 27000   4208830.046   2334850.511   4171267.372      8.757   2.282   0.123   2.405  14.436
2017 191 27030   4208830.046   2334850.511   4171267.372      8.453   2.282   0.123   2.406  14.441
2017 191 27060   4208830.046   2334850.511   4171267.372      8.860   2.282   0.123   2.406  14.444
2017 191 27090   4208830.046   2334850.511   4171267.372      8.657   2.282   0.124   2.406  14.449
2017 191 27120   4208830.046   2334850.510   4171267.372      8.768   2.282   0.123   2.406  14.449
2017 191 27150   4208830.046   2334850.510   4171267.371      8.678   2.282   0.123   2.406  14.448
2017 191 27180   4208830.045   2334850.510   4171267.371      8.855   2.282   0.123   2.406  14.452
2017 191 27210   4208830.045   2334850.509   4171267.371      8.410   2.282   0.123   2.406  14.459
2017 191 27240   4208830.045   2334850.509   4171267.371      8.621   2.282   0.123   2.406  14.464
2017 191 27270   4208830.045   2334850.509   4171267.371      8.389   2.282   0.123   2.406  14.468
2017 191 27300   4208830.045   2334850.509   4171267.371      8.101   2.282   0.123   2.406  14.472
2017 191 27330   4208830.045   2334850.509   4171267.371      8.145   2.282   0.123   2.405  14.475
2017 191 27360   4208830.045   2334850.509   4171267.371      7.929   2.282   0.123   2.405  14.474
2017 191 27390   4208830.045   2334850.510   4171267.371      7.982   2.282   0.123   2.405  14.472
2017 191 27420   4208830.045   2334850.509   4171267.371      8.024   2.282   0.122   2.405  14.470
2017 191 27450   4208830.045   2334850.510   4171267.371      7.954   2.282   0.122   2.404  14.470
2017 191 27480   4208830.045   2334850.509   4171267.371      8.151   2.282   0.122   2.404  14.470
2017 191 27510   4208830.045   2334850.509   4171267.371      8.272   2.282   0.122   2.404  14.469
2017 191 27540   4208830.045   2334850.509   4171267.371      8.466   2.282   0.121   2.404  14.468
2017 191 27570   4208830.045   2334850.509   4171267.371      8.618   2.282   0.121   2.404  14.469
2017 191 27600   4208830.045   2334850.509   4171267.371      8.872   2.282   0.121   2.404  14.473
2017 191 27630   4208830.045   2334850.509   4171267.371      8.646   2.282   0.122   2.404  14.477
2017 191 27660   4208830.045   2334850.509   4171267.371      8.747   2.282   0.122   2.404  14.481
2017 191 27690   4208830.045   2334850.509   4171267.371      9.050   2.282   0.122   2.405  14.485
2017 191 27720   4208830.045   2334850.510   4171267.371      8.301   2.282   0.123   2.405  14.490
2017 191 27750   4208830.045   2334850.510   4171267.371      8.523   2.282   0.123   2.405  14.494
2017 191 27780   4208830.045   2334850.510   4171267.371      8.260   2.282   0.123   2.405  14.498
2017 191 27810   4208830.045   2334850.510   4171267.371      8.278   2.282   0.123   2.405  14.502
2017 191 27840   4208830.045   2334850.510   4171267.371      8.550   2.282   0.123   2.405  14.504
2017 191 27870   4208830.045   2334850.510   4171267.371      8.405   2.282   0.123   2.405  14.506
2017 191 27900   4208830.045   2334850.510   4171267.371      8.363   2.282   0.123   2.405  14.508
2017 191 27930   4208830.045   2334850.510   4171267.371      8.305   2.282   0.122   2.405  14.510
2017 191 27960   4208830.045   2334850.510   4171267.371      8.645   2.282   0.122   2.404  14.511
2017 191 27990   4208830.045   2334850.510   4171267.371      8.393   2.282   0.121   2.403  14.512
2017 191 28020   4208830.045   2334850.510   4171267.371      8.383   2.282   0.120   2.403  14.514
2017 191 28050   4208830.045   2334850.510   4171267.371      8.346   2.282   0.120   2.402  14.516
2017 191 28080   4208830.045   2334850.510   4171267.371      8.798   2.282   0.119   2.401  14.517
2017 191 28110   4208830.045   2334850.511   4171267.371      9.141   2.282   0.118   2.401  14.519
2017 191 28140   4208830.045   2334850.511   4171267.371      8.431   2.282   0.118   2.400  14.522
2017 191 28170   4208830.045   2334850.512   4171267.372      8.775   2.282   0.118   2.400  14.525
2017 191 28200   4208830.045   2334850.512   4171267.372      8.873   2.282   0.118   2.400  14.527
2017 191 28230   4208830.045   2334850.512   4171267.372      9.102   2.282   0.118   2.400  14.529
2017 191 28260   4208830.045   2334850.512   4171267.372      8.707   2.282   0.118   2.400  14.531
2017 191 28290   4208830.045   2334850.512   4171267.372      9.145   2.282   0.118   2.400  14.535
2017 191 28320   4208830.045   2334850.512   4171267.372      8.625   2.282   0.118   2.401  14.538
2017 191 28350   4208830.045   2334850.512   4171267.372      8.640   2.282   0.118   2.400  14.540
2017 191 28380   4208830.045   2334850.512   4171267.372      8.387   2.282   0.118   2.400  14.542
2017 191 28410   4208830.045   2334850.512   4171267.372      8.517   2.282   0.118   2.400  14.545
2017 191 28440   4208830.045   2334850.512   4171267.372      8.649   2.282   0.118   2.400  14.547
2017 191 28470   4208830.045   2334850.512   4171267.372      8.296   2.282   0.118   2.400  14.550
2017 191 28500   4208830.045   2334850.512   4171267.372      8.622   2.282   0.118   2.400  14.552
2017 191 28530   4208830.045   2334850.512   4171267.372      8.720   2.282   0.117   2.400  14.554
2017 191 28560   4208830.045   2334850.512   4171267.372      8.933   2.282   0.117   2.400  14.555
2017 191 28590   4208830.045   2334850.513   4171267.372      9.331   2.282   0.117   2.400  14.559
2017 191 28620   4208830.045   2334850.513   4171267.372      9.293   2.282   0.117   2.400  14.560
2017 191 28650   4208830.045   2334850.513   4171267.371      8.838   2.282   0.117   2.399  14.560
2017 191 28680   4208830.045   2334850.512   4171267.371      8.586   2.282   0.117   2.399  14.560
2017 191 28710   4208830.045   2334850.512   4171267.371      8.684   2.282   0.116   2.399  14.559
2017 191 28740   4208830.045   2334850.512   4171267.371      8.833   2.282   0.116   2.399  14.559
2017 191 28770   4208830.045   2334850.512   4171267.371      9.000   2.282   0.116   2.398  14.560
2017 191 28800   4208830.045   2334850.512   4171267.371      9.043   2.282   0.116   2.398  14.560
2017 191 28830   4208830.045   2334850.512   4171267.371      8.803   2.282   0.116   2.398  14.561
2017 191 28860   4208830.045   2334850.512   4171267.371      9.144   2.282   0.115   2.398  14.563
2017 191 28890   4208830.045   2334850.512   4171267.371      9.182   2.282   0.115   2.398  14.566
2017 191 28920   4208830.045   2334850.512   4171267.371      9.560   2.282   0.115   2.398  14.568
2017 191 28950   4208830.045   2334850.512   4171267.371      8.896   2.282   0.115   2.398  14.572
2017 191 28980   4208830.045   2334850.512   4171267.371      9.371   2.282   0.115   2.398  14.576
2017 191 29010   4208830.045   2334850.512   4171267.371      8.966   2.282   0.115   2.398  14.579
2017 191 29040   4208830.045   2334850.512   4171267.371      8.846   2.282   0.115   2.398  14.583
2017 191 29070   4208830.045   2334850.512   4171267.371      8.578   2.282   0.115   2.397  14.586
2017 191 29100   4208830.045   2334850.512   4171267.371      9.079   2.282   0.115   2.397  14.590
2017 191 29130   4208830.045   2334850.512   4171267.371      9.163   2.282   0.115   2.397  14.594
2017 191 29160   4208830.045   2334850.512   4171267.371      9.321   2.282   0.115   2.397  14.597
